ID,SuveyID_DoNotUse,Proofed_MC,Year,County,WaterbodyName,SiteName,Affiliation,SurveyType,Missing data,Corrections,surveyArea_ha,Survey Length (KM),# Survey Hours,# Surveys,0_Territories_FullProtocol,PO Territories,PR Territories,CO Territories,Breed_evidence,NumNests,Field21,NumDetected,Zone,StartX_UTME,StartY_UTMN,Start_Lat,Start_Long,StopX,StopY,StopLat,StopLong,Contact Info,VegType,Survey File Name,Incomplete or Complete Record,Comments,Field35,Legend,Comments between Susan and Maya,Nest1_X,Nest1_Y,Field40,Field41,Field42,Field43
90,90,,2015,Gila,Pinal Creek,Pinal Creek South-Central Transect Seg,Westland Resources,Protocol,Excel spreadsheet,,,1.3,10,4,,,4,,,,,11,12S,511646,3711133,33.53974722,-110.8745623,510926,3712132,,,jtress@westlandresources.com ,1,,Complete,survey forms combined with other Pinal Creek sites,,,,,,,,,
91,91,,2015,Greenlee,Eagle Creek,Eagle Creek,Westland Resources,Protocol,,,,1.8,11.25,4,,1,,,,,,3,12S,648549,3649008,33.410211,-109.4880536,648288,3648288,,,jtress@westlandresources.com,1,,Complete,3 detections; survey forms/data combined with all other surveys done by Westland Resources,,,,,,,,,
92,92,,2015,Maricopa,Morgan City Wash_Waddell Dam,Ash Creek,Retired USBR- Under contract,Protocol,,,,1.5,7.6,4,,,1,,,,,4,12S,381807,3744643,33.83543279,-112.277369,380839,3745524,,,dlaush@cox.net,1,,Complete,4 detections; survey and site form combined in one excel file,,,,,,,,,
93,93,,2015,Maricopa,Agua Fria River,Agua Fria River_Below Waddell Dam,Retired USBR- Under contract,Protocol,,,,1.2,7,4,0,,,,,,,2,12S,381764,3743974,33.82939566,-112.2777438,382257,3744679,,,dlaush@cox.net,2,,Complete ,2 detections; survey and site form combined in one excel file,,,,,,,,,
94,94,,2015,Maricopa,Agua Fria River,New River Preserve,Audubon Arizona,Protocol,Maps,Route name,,.73,2.17,1,0,,,,,,,0,12S,395094,3757699,33.9545666,-112.1353554,395053,3757081,,,,,,Incomplete,No detections; only one survey done,,,,,,,,,
95,95,,2015,Maricopa,Gila River,Robbins Butte (Gila Canal Rd),Bureau of Land Management,Protocol,,,,0.23,2.75,3,0,,,,,,,0,12S,344542,3688590,33.32524846,-112.6702113,345174,3689225,,,psitzman@blm.gov,4,,Complete,No detections; data combined onto other form with other surveys; only 3 surveys done,,,,,,,,,
96,96,,2015,Maricopa,Gila River,Powers Butte_Gila Powerline,Bureau of Land Management,Protocol,last coordinate?,start_Y,,0.3,1,3,0,,,,,,,1,12S,337422,3686709,33.307238,-112.7463387,337432,,,,psitzman@blm.gov,4,,Incomplete,1 detection; data combined onto other form with other surveys; only 3 surveys done,,,This site has a missing end coordinate,,,,,,
97,97,,2015,Maricopa,Hassayampa River,Hassayampa River Preserve (HRP),AZGFD,Protocol,,,,1.5,14,5,,6,2,2,"22 detection, 4 territories confirmed with 2 pairs confirmed feeding young, and possible 2 more territories (could not confirm if the additional 2 birds were moving with the call back.",,,22,12S,343586,3756024,33.93306416,-112.6923287,343064,3756029,,,ckondrat-smith@azgfd.go,1,,Complete,survey and all other data combined onto one excel form,,,,,,,,,
98,98,,2015,Maricopa,Hassayampa River,Hassayampa River Rest Area (HRR),AZGFD,Protocol,territory data not correct?,,,1.54,8.5,4,,3,,3,7 detections with 3 birds located - no pairs confirmed. Did locate a RSHA nest 100 m from last point surveyed.,,,7,12S,345152,3753142,33.90731411,-112.674883,344247,3754909,,,ckondrat-smith@azgfd.go,1,,Complete ,survey and all other data combined onto one excel form,,,,,,,,,
99,99,,2015,"Maricopa, Yavapai",Verde River,Horseshoe Reservoir,"EcoPlan Associates, Inc.",Protocol,,,,NR,58.6,5,,2,,,,,,16,12S,435007,3771001,34.07775313,-111.7044206,434698,3760571,,,tashbeck@ecoplanaz.com,2,,Complete,territory info possibly incomplete but Susan said it's not important enough to worry about; all survey data combined onto one pdf form,,,Should this be the San Pedro River?  Susan says: Horseshoe Reservoir is on the Verde River.,,,,,,
100,100,,2015,Pima,Gibbs Wash,Oracle Ridge North Transect,Westland Resources,Protocol,,,,1.1,8.75,4,0,,,,,,,0,12S,526679,3593780,32.48092395,-110.7160575,525634,3593358,,,jtress@westlandresources.com,1,,Complete,No detections; all survey info combined into one pdf document with other surveys for different sites,,,,,,,,,
101,101,,2015,Pima,Unnamed Tributary to Gibbs Wash,Oracle Ridge Central Transect,Westland Resources,Protocol,,,,1.2,10,4,0,,,,,,,0,12S,525668,3593043,32.47429926,-110.7268375,526728,3593655,,,jtress@westlandresources.com,1,,Complete,No detections; all survey info combined into one pdf document with other surveys for different sites,,,,,,,,,
102,102,,2015,Pima,Geesaman Wash,Oracle Ridge South Transect,Westland Resources,Protocol,,,,1.6,12.5,4,0,,,,,,,1,12S,526518,3592693,32.47112195,-110.7178016,528068,3593378,,,jtress@westlandresources.com,1,,Complete,1 detection (no territories); all survey info combined into one pdf document with other surveys for different sites,,,,,,,,,
103,103,,2015,Pima,Barrel Canyon,Lower Barrel,Westland Resources,Protocol,,,,2.83,13.1,4,,1,1,,,,,10,12R,527287,3523496,31.84684458,-110.7115911,525445,3522171,,,jtress@westlandresources.com,1,,Complete,"all survey info combined into one pdf document with other surveys for different sites; there are two versions of the same data; the ""TE"" form is the updated one with correct territory info",,,,,,,,,
104,104,,2015,Pima,McCleary Canyon,McCleary,Westland Resources,Protocol,,,,4.5,22.2,4,,1,2,,,,,6,12R,526907,3523445,31.8463935,-110.7156089,523711,3523917,,,jtress@westlandresources.com,1,,Complete,"all survey info combined into one pdf document with other surveys for different sites; there are two versions of the same data; the ""TE"" form is the updated one with correct territory info",,,,,,,,,
105,105,,2015,Pima,Rosemont Springs,Rosemont Springs,Westland Resources,Protocol,,,,0.9,5.5,4,0,,,,,,,0,12R,524862,3521355,31.82758411,-110.7372765,524111,3521275,,,jtress@westlandresources.com,1,,Complete,"No detections; all survey info combined into one pdf document with other surveys for different sites; there are two versions of the same data; the ""TE"" form is the updated one with correct territory info",,,,,,,,,
106,106,,2015,Pima,Barrel Canyon,Upper Barrel,Westland Resources,Protocol,,,,3.8,19.6,4,,2,,,,,,5,12R,525375,3522129,31.8345558,-110.7318354,523615,3518939,,,jtress@westlandresources.com,1,,Complete,"all survey info combined into one pdf document with other surveys for different sites; there are two versions of the same data; the ""TE"" form is the updated one with correct territory info",,,,,,,,,
107,107,,2015,Pima,Wasp Canyon,Wasp,Westland Resources,Protocol,,,,3.6,19.8,4,0,,,,,,,1,12R,526907,3523445,31.8463935,-110.7156089,523711,3523917,,,jtress@westlandresources.com,1,,Complete,"1 detection (no territories); all survey info combined into one pdf document with other surveys for different sites; there are two versions of the same data; the ""TE"" form is the updated one with correct territory info",,,,,,,,,
108,108,could not calc distance surveyed,2015,Pima,Arivaca Lake,Arivaca Lake,Tucson Audubon Society,Protocol,Territory data,mc - filled in start/stop from daily data/earliest/latest of point locations,,,15.25,4,,1,2,,,,,19,12S,475843,3487957,31.526276,-111.25445,,,,,,,,,19 detections; 3 BT & 4 OT; pgs. 22-23,Atascosa Highlands,,,,,,,,
109,109,,2015,Pima,Butterfly Trail,Butterfly Trail,Tucson Audubon Society,Protocol,,,,0.79,2.75,1,,,,,,,,0,12S,525788,3587682,32.42593443,-110.725707,525825,3587935,32.42821591,-110.7253065,,,,,"No detections; pgs. 48-49; *does not have nearby drainge/body of water, so the ""Drainage"" name will be after the site name",Santa Catalina Mountains,,,,,,,,
110,110,"Pts very widely spaced, did not calc distance, only single survey",,Pima,Canyon del Oro,Canyon del Oro,Tucson Audubon Society,Protocol,,,,,,1,,,,,,,,0,12S,,,,,,,,,,,,,No detections; pgs. 50-51,Santa Catalina Mountains,,,,,,,,
111,111,Point locations in 3 different drainages,2015,Pima,Bear Canyon,General Hitchcock at Bear Canyon,Tucson Audubon Society,Protocol,,,,,,4,0,,,,,,,0,12S,,,,,,,,,,,,,No detections; pgs. 52-53; notes survey was only done due to previous eBird report from expert birder,Santa Catalina Mountains,,,,,,,,
112,112,,2015,Pima,Sycamore Reservoir,Gordon Hirabayashi to Sycamore Reservoir,Tucson Audubon Society,Protocol,,,,2,2.5,1,,,,,,,,0,12S,526135,3577669,32.33559742,-110.7222926,524014,3579323,32.35056614,-110.744788,,,,,No detections; pgs. 54-55,Santa Catalina Mountains,,,,,,,,
113,113,,2015,Pima,Molino Basin,Molino Basin,Tucson Audubon Society,Protocol,,,,2.2,3.89,1,,,,,,,,0,12S,529181,3577861,32.3372541,-110.6899206,528469,3576559,32.32552685,-110.6975254,,,,,No detections; pgs. 56-57,Santa Catalina Mountains,,,,,,,,
114,114,,2015,Pima,Pima Canyon,Pima Canyon,Tucson Audubon Society,Protocol,,,,2.5,3.1,1,,,,,,,,0,12S,506564,3580349,32.36006088,-110.9302328,508573,3581553,32.37090888,-110.9088688,,,,,No detections; pgs. 60-61,Santa Catalina Mountains,,,,,,,,
115,115,,2015,Pima,Sabino Canyon,Sabino Canyon,Tucson Audubon Society,Protocol,,,,0.8,5.7,4,0,,,,,,,0,12S,517890,3576138,32.32194824,-110.8099313,517871,3575462,32.31585014,-110.8101459,,,,,"No detections; pgs. 62-63. Area does have multiple eBirds records for YBCUs for July, but none in August.",Santa Catalina Mountains,,,,,,,,
116,116,,2015,Pima,Tanque Verde Canyon,Tanque Verde Canyon,Tucson Audubon Society,Protocol,,,,1.3,2,1,,,,,,,,0,12S,531609,3568351,32.25139608,-110.6644371,530444,3567870,32.24708907,-110.67682,,,,,No detections; pgs. 64-65,Santa Catalina Mountains,,,,,,,,
117,117,,2015,Pima,Ventana Canyon,Ventana Canyon,Tucson Audubon Society,Protocol,,,,2,2.9,1,,,,,,,,0,12S,513612,3577915,32.33803938,-110.8553564,513270,3579641,32.35361425,-110.8589664,,,,,No detections; pgs. 66-67,Santa Catalina Mountains,,,,,,,,
118,118,,2015,Pima,Box Canyon,Box Canyon,Tucson Audubon Society,Protocol,Territory data,,,2.7,8.31,4,,,1,,,,,3,12S,519160,3518195,31.79918,-110.798,521544,3517924,31.7967,-110.772,,,,,3 detections; 1 BT & 1 OT; pgs. 102-103,Santa Rita Mountains,,,,,,,,
119,119,,2015,Pima,Madera Canyon,Madera Canyon and Carrie Nation Trail,Tucson Audubon Society,Protocol,,,,,,1,,,,,,,,0,12S,,,,,,,,,,,,,No detections; pgs. 104-105,Santa Rita Mountains,,,,,,,,
120,120,,2015,Pima,Florida Canyon,Florida Canyon,Tucson Audubon Society,Protocol,Territory data,,,2.2,9.7,4,,,1,,,,,7,12S,513816,3515025,31.77066175,-110.8540919,514748,3513306,31.75514107,-110.8442752,,,,,7 detections; 0 BT & 2 OT; pgs. 106-107,Santa Rita Mountains,,,,,,,,
121,121,,2015,Pima,Madera Canyon,Proctor Road,Tucson Audubon Society,Protocol,Territory data,,,,,4,,1,,,,,,5,12S,,,,,,,,,,,,,5 detections; 0 BT & 1 OT; pgs. 110-111,Santa Rita Mountains,,"Territories written in OT and BT instead of PO, PR, and CO? How do I enter these? Also data such as vegetation and coordinates not found.  Susan is working on these with Tucson Audubon and will fill in the data.",,,,,,
122,122,,2015,Pima,Vamori Wash,Vamori Wash,AtoZ Environmental Consulting,Protocol,,num detected,,0.45,6.9,5,,,1,,,,,6,12R,425583,3491891,31.55961912,-111.784118,425923,3491757,,,eric.herman@atozec.com,1,,Complete,Detection # inconsistencies due to surveyors beleiving detections to be of the same bird,,,,,,,,,
123,123,,2015,Pima,Box Canyon,Box Canyon,USFWS (CNF Field Trip),Field Trip,,,,NR ,NR ,NR ,,,,,,,,,,,,,,,,,,,,,,"Incidental detections from field trip to Box Canyon, participants include Susan Sferra and Debbie Sebesta",,,,,,,,,
124,124,,2015,Pima,Gardner Canyon,Gardner Canyon,USFWS (CNF Field Trip),Field Trip,,,,NR ,NR ,NR ,,,,,,,,,,,,,,,,,,,,,,"Incidental detections from field trip to Box Canyon, participants include Susan Sferra and Debbie Sebesta",,,,,,,,,
125,125,?,2015,Pima,Empire Cienega_Cienega Creek,Empire Cienega_Cienega Creek,Bureau of Land Management,Banding Data,,,,NR ,NR ,NR ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,,,2015,Pinal,San Pedro River,7B Ranch North,The Nature Conservancy,Protocol,,,,NR ,7.83,3,,,,,,,,,,,,,,,,,,,,,,8/10 detections; Total detection # does not match daily forms but we will trust the TNC's final detection summary on their excel sheet,,,We might need to go over these,,,,,,
127,1,,2015,Pinal,San Pedro River,7B Ranch South,The Nature Conservancy,Protocol,,,,NR ,9.83,3,,,,,,,,15,12S,535417,3617525,32.69487815,-110.6221636,535494,3619517,,,,,,,13/15 detections; Total detection # does not match daily forms but we will trust the TNC's final detection summary on their excel sheet,,,We might need to go over these,,,,,,
128,2,,2015,Pinal,San Pedro River,7B Ranch Southwest,The Nature Conservancy,Protocol + Incidental Form,Survey 1 form,,,NR ,13.25,2,,,,,,,,,,,,,,,,,,,,,,23 Detections; Total detection # does not match daily forms but we will trust the TNC's final detection summary on their excel sheet,,,We might need to go over these,,,,,,
129,3,,2015,Pinal,Arnett Creek,Arnett Creek,Audubon Arizona,Protocol,Maps,,,NR ,3.35,3,0,,,,,,,0,12S,488076,3680136,33.26015818,-111.1280213,486160,3681086,,,,,,,"No detections; habitat form located in ""ArnetteCreek_S3_V1_CW""",,,We might need to go over these,,,,,,
130,4,,2015,Pinal,Queen Creek,Upper Queen Creek,Audubon Arizona,Protocol,Maps,,,NR ,5.58,3,0,,,,,,,0,12S,,,,,,,,,,,,,No detections,,,We might need to go over these,,,,,,
131,5,,2015,Pinal,Queen Creek,Lower Queen Creek,Audubon Arizona,Protocol,Maps,added survey length form habitat form,,2.07,7.4,3,0,,,,,,,0,12s,487262,3681898,33.27604205,-111.1367855,485974,,,,,,,,No detections,,,We might need to go over these,,,,,,
132,6,,2015,Pinal,Devils Canyon,Lower Devils Canyon,Westland Resources,Protocol,,,,3.4,27.6,4,0,,,,,,,0,12S,498050,3679767,33.25689394,-111.0209353,499598,3677427,,,jtress@westlandresources.com,1,,Complete,No detections; survey forms/data combined with all other surveys done by Westland Resources,,,,,,,,,
133,7,,2015,Pinal,Devils Canyon,Middle Devils Canyon,Westland Resources,Protocol,,,,1.8,16.4,4,0,,,,,,,1,12S,497236,3682427,33.28088533,-111.0296825,497583,3680834,,,jtress@westlandresources.com,1,,Complete ,1 detection; survey forms/data combined with all other surveys done by Westland Resources,,,,,,,,,
134,8,,2015,Pinal,Mineral Creek,Mineral Creek,Westland Resources,Protocol,,,,4.5,29.5,4,0,,,,,,,4,12S,502219,3679646,33.255802,-110.976177,500669,3676633,,,jtress@westlandresources.com,1,,Complete ,4 detections; survey forms/data combined with all other surveys done by Westland Resources,,,,,,,,,
135,9,,2015,Pinal,San Pedro River,Cook's Lake,Retired USBR,Protocol,,num detected,,2,14.8,4,,,1,,,,,5,12S,526010,3636084,32.86255344,-110.7219982,525880,3636228,,,dlaush@cox.net,1,,Complete,survey and site form on same excel file,,,,,,,,,
136,10,,2015,Pinal,San Pedro River,Adobe Preserve,"EcoPlan Associates, Inc.",Protocol,,,,1.3,23.1,5,0,,,,,,,1,12S,526243,3634628,32.84941407,-110.7195492,525496,3635653,,,tashbeck@ecoplanaz.com,1,,Complete,1 detections; all survey info combined onto one file with other sites,,,,,,,,,
137,11,,2015,Pinal,San Pedro River,Stillinger Preserve,"EcoPlan Associates, Inc.",Protocol,,num detected,,0.5,10.1,5,0,,,,,,,1,12S,526243,3634628,32.84941407,-110.7195492,525496,3635653,,,tashbeck@ecoplan.az,2,,Complete,1 detections; all survey info combined onto one file with other sites,,,,,,,,,
138,12,,2015,Pinal,San Pedro River,Spirit Hollow Preserve,"EcoPlan Associates, Inc.",Protocol,Correct territories?,,,1.2,19.6,5,0,,,,,,,4,12S,545242,3604619,32.57809902,-110.5179758,544575,3605523,,, tashbeck@ecoplan.az,2,,Complete,all survey info combined onto one file with other sites,,,,,,,,,
139,13,,2015,Pinal,San Pedro River,Spirit Hollow Preserve Annex,"EcoPlan Associates, Inc.",Protocol,Is the 1 PO incorrect?,,,0.4,12.9,5,,1?,,,,,,2,12S,545521,3604092,32.57333369,-110.515029,545223,3604418,,,tashbeck@ecoplan.az,2,,Complete,all survey info combined onto one file with other sites,,,Is the 1 PO territory correct? Susan will check,,,,,,
140,14,,2015,Pinal,Peppersauce Canyon,Peppersauce Canyon,Tucson Audubon Society,Protocol,Territory data,,,,,2,,,1,,,,,3,12S,526234,3600032,32.5373337,-110.7206192,525403,3600394,32.54061851,-110.7294591,,,,,3 detections; 1 BT & 0 OT; pgs. 58-59,Santa Catalina Mountains,,,,,,,,
141,15,,2015,Pinal,Queen Creek,Whitlow Ranch Dam,Westland Resources,Protocol,,,,1.8,17.6,4,0,,,,,,,0,12S,475093,3684389,33.29829808,-111.2675285,474581,3684457,,,jtress@westlandresources.com,3,,Complete,No detections; all info combined onto one pdf file,,,,,,,,,
142,16,,2015,Santa Cruz,Lyle Creek,Lyle Canyon ,Audubon Arizona,Protocol,Maps?; Territory data; habitat form incomplete in Permit/Contact info,,,NR,4.38,2,,,,,,,,16,12R,548424,3491772,31.55993195,-110.4897595,547969,3490031,,,,,,,16 detections; detection info combined onto one excel file,,,"Territories written in OT and BT instead of PO, PR, and CO? How do I enter these? Also data such as vegetation and coordinates not found. Susan will check on all rows with this same comment.",,,,,,
143,17,,2015,Santa Cruz,O'Donnell Creek,Research Ranch Headquarters,Audubon Arizona,Protocol + Incidental Form,Maps?; Territory data; habitat form incomplete in Permit/Contact info,,,2.2,12,2,,,,,,,,12,12R,,,,,,,,,,,,,12 detections; detection info combined onto one excel file,,,"Territories written in OT and BT instead of PO, PR, and CO? How do I enter these? Also data such as vegetation and coordinates not found. Susan will need to work with them.",,,,,,
144,18,,2015,Santa Cruz,Vaughn Canyon,Research Ranch Vaughn,Audubon Arizona,Protocol,Maps?; Territory data; habitat form incomplete in Permit/Contact info,Std site name,,0.66,2.15,2,,,,,,,,4,12R,544085,3497359,31.61051274,-110.5352278,544351,3497711,,,,,,,4 detections; detection info combined onto one excel file,,,"Territories written in OT and BT instead of PO, PR, and CO? How do I enter these? Also data such as vegetation and coordinates not found. ",,,,,,
145,19,,2015,Santa Cruz,Post Creek,Research Ranch Post Creek,Audubon Arizona,Protocol,Maps?; Territory data; habitat form incomplete in Permit/Contact info,"Stdz site and waterbody names, corrected numSurveys and #detected per datasheet",,0.72,2.37,3,,,,,,,,0,12R,544898,3494238,31.5823233592908,-110.526799257434,544825,3493828,,,,,,,1 detection; detection info combined onto one excel file,,,"Territories written in OT and BT instead of PO, PR, and CO? How do I enter these? Also data such as vegetation and coordinates not found. ",,,,,,
146,20,,2015,Santa Cruz,Telles Tank,Research Ranch Telles Tank,Audubon Arizona,Protocol,Maps?; Territory data; habitat form incomplete in Permit/Contact info,,,0.5,2.53,2,0,,,,,,,0,12R,,,,,,,,,,,,,No detections; detection info combined onto one excel file,,,"Territories written in OT and BT instead of PO, PR, and CO? How do I enter these? Also data such as vegetation and coordinates not found. ",,,,,,
147,21,"repeat surveys do not match, only part of canyon done on some dates, times missing from last few points on last survey - total hrs calced so may be on another sheet?/report?",2015,Santa Cruz,Pena Blanca Canyon,Pena Blanca Canyon,Tucson Audubon Society,Protocol,Territory data,,,2.4,9.8,4,,,,,,,,1,12R,491169,3472638,31.38827877,-111.0928825,489987,3470698,31.37076517,-111.105295,,,,,1 detection; 0 BT & 1 OT; pgs. 24-25,Atascosa Highlands,,"Territories written in OT and BT instead of PO, PR, and CO? How do I enter these? Also data such as vegetation and coordinates not found. ",,,,,,
148,22,different route each survey,2015,Santa Cruz,Pena Blanca Lake,Pena Blanca Lake,Tucson Audubon Society,Protocol,Territory data,,,,9.8,4,,,2,1,,1,,8,12R,,,,,,,,,,,,,8 detections; 2 BT & 1 OT; pgs. 26-27,Atascosa Highlands,,"Territories written in OT and BT instead of PO, PR, and CO? How do I enter these? Also data such as vegetation and coordinates not found. ",,,,,,
149,23,,2015,Santa Cruz,Rock Corral Canyon,Rock Corral Canyon,Tucson Audubon Society,Protocol,Territory data,,,2.8,11,4,,,1,,,,,8,12R,492213,3491054,31.55444561,-111.0820468,490187,3490014,31.54504679,-111.1033831,,,,,8 detections; 1 BT &1 OT; pgs. 28-29,Atascosa Highlands,,"Territories written in OT and BT instead of PO, PR, and CO? How do I enter these? Also data such as vegetation and coordinates not found. ",,,,,,
